Region,Board Number,Board Name,Board Type,Board Language,School Number,School Name,School Level,School Language,School Type,School Special Conditions,Suite,PO Box,Street,City,Province,Postal Code,Phone,Fax,Grade Range,Date Open,Email,Website,Board Website
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,793256,St. Gabriel Catholic Catholic Elementary School,Elementary,English,Catholic,Not applicable,,,14 Flanders Dr,Brantford,Ontario,N3T6M2,519-756-4706,,JK-8,01/09/2003,,http://www.stgabrielbrantford.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,810827,St. Joseph's School,Elementary,English,Catholic,Not applicable,,,34 Potts Rd,Simcoe,Ontario,N3Y2S8,519-426-0820,,JK-8,01/09/1969,,http://www.stjosephsimcoe.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,818453,St. Leo School,Elementary,English,Catholic,Not applicable,,,233 Memorial Dr,Brantford,Ontario,N3R5T2,519-759-3314,,JK-8,01/09/1969,,http://www.stleobrantford.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,706139,St. Mary Catholic Learning Centre,Secondary,English,Catholic,Adult,,,455 Colborne Street,Brantford,Ontario,N3S3N8,519-753-0552,519-753-6555,12-Sep,01/09/2014,,http://www.stmaryclc.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,852434,St. Mary Catholic Learning Centre Day,Secondary,English,Catholic,Alternative,,,455 Colborne Street,Brantford,Ontario,N3S3N8,519-753-0552,519-753-6555,12-Sep,03/02/2020,,http://www.stmaryclc.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,992295,St. Mary Catholic Learning Centre ILE Catholic School,Elementary,English,Catholic,Continuing Education,,,455 Colborne Street,Brantford,Ontario,N3S3N8,519-753-0552,519-753-6555,K-8,04/10/2017,tslaght@bhncdsb.ca,http://www.stmaryclc.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,990754,St. Mary Catholic Learning Centre LN Catholic School,Elem/Sec,English,Catholic,Continuing Education,,,455 Colborne Street,Brantford,Ontario,N3S3N8,519-756-6505,,12-Jul,08/11/2017,,http://www.stmaryclc.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,831450,St. Mary's School,Elementary,English,Catholic,Not applicable,,,92 Main Street South,Hagersville,Ontario,N0A1H0,905-768-5151,,JK-8,01/09/1969,,http://www.stmaryhagersville.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,834831,St. Michael's C School,Elementary,English,Catholic,Not applicable,,,972 St. John's RD,SIMCOE,Ontario,N3Y4K1,519-426-5462,,JK-8,01/09/1969,,http://www.stmichaelwalsh.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,834963,St. Michael's School,Elementary,English,Catholic,Not applicable,,,209 Alder Street West,Dunnville,Ontario,N1A1R3,905-774-6052,,JK-8,01/09/1969,,http://www.stmichaeldunnville.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,840530,St. Patrick School,Elementary,English,Catholic,Not applicable,,,320 Fairview Dr,Brantford,Ontario,N3R2X6,519-759-0380,,JK-8,30/09/1971,,http://www.stpatrickbrantford.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,840556,St. Patrick's School,Elementary,English,Catholic,Not applicable,,,81 Orkney St E,Caledonia,Ontario,N3W1L3,905-765-4626,,JK-8,01/09/1969,,http://www.stpatrickcaledonia.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,844977,St. Peter School,Elementary,English,Catholic,Not applicable,,,175 Glenwood Dr,Brantford,Ontario,N3S3H1,519-752-1611,,JK-8,30/06/1980,,http://www.stpeterbrantford.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,846791,St. Pius X Catholic Elementary School,Elementary,English,Catholic,Not applicable,,,127 Wood St,Brantford,Ontario,N3R2L4,519-753-6422,,JK-8,03/09/2013,,http://www.stpiusxbrantford.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,850950,St. Stephen's School,Elementary,English,Catholic,Not applicable,,,17 Brant Street West,Cayuga,Ontario,N0A1E0,905-772-3863,,JK-8,01/09/1969,,http://www.ststephencayuga.ca/,http://www.bhncdsb.ca
West Region,B67164,Brant Haldimand Norfolk CDSB,Cath Dist Sch Brd (E/F),English,853038,St. Theresa School,Elementary,English,Catholic,Not applicable,,,12 Dalewood Ave RR 4,Brantford,Ontario,N3T0M5,519-753-8953,,JK-8,01/09/1969,,http://www.sttheresabrantford.ca/,http://www.bhncdsb.ca
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,991056,BGCDSB - Continuing Education School,Secondary,English,Catholic,Continuing Education,,,799 16Th Avenue,Hanover,Ontario,N4N3A1,519-364-5820,,12-Sep,08/09/2020,,,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,989685,Bruce-Grey CDSB Summer School Catholic School,Secondary,English,Catholic,Summer,,,799 16Th Avenue,Hanover,Ontario,N4N3A1,519-364-5820,,12-Sep,01/07/2016,,http://www.bgcdsb.org/for_students/e_learning_summer_school,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,721255,Ecole Immaculee-Conception Separate School,Elementary,English,Catholic,Not applicable,,,201 Concession 12,Formosa,Ontario,N0G1W0,519-367-2900,519-367-5283,JK-8,01/09/1969,helpdesk@bgcdsb.org,http://ics.bgcdsb.org/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,711985,Holy Family Separate School,Elementary,English,Catholic,Not applicable,,,334 10th Ave,Hanover,Ontario,N4N2N5,519-364-2760,519-364-1685,JK-8,01/09/1969,helpdesk@bgcdsb.org,http://hfs.bgcdsb.org/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,710296,Mary Immaculate Community School,Elementary,English,Catholic,Not applicable,,,6 Ann St,Chepstow,Ontario,N0G1K0,519-366-2731,519-366-2421,JK-8,01/09/1969,helpdesk@bgcdsb.org,http://misbgcdsb.sharpschool.com/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,737399,Notre Dame Catholic School,Elementary,English,Catholic,Not applicable,,,885 25th Street E,Owen Sound,Ontario,N4K6X6,519-371-0161,519-371-6637,08-Jan,01/09/1995,helpdesk@bgcdsb.org,http://ndmbgcdsb.sharpschool.com/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,759430,Sacred Heart High School,Secondary,English,Catholic,Not applicable,,,450 Robinson St,Walkerton,Ontario,N0G2V0,519-881-1900,519-881-4819,12-Sep,01/09/1969,helpdesk@bgcdsb.org,http://shhs.bgcdsb.org/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,732133,Sacred Heart School,Elementary,English,Catholic,Not applicable,,,18 Peter St,Mildmay,Ontario,N0G2J0,519-367-2685,519-367-2998,JK-8,01/09/1969,helpdesk@bgcdsb.org,http://mshbgcdsb.sharpschool.com/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,864218,Sacred Heart Separate School,Elementary,English,Catholic,Not applicable,,,18 Gordon St,Teeswater,Ontario,N0G2S0,519-392-6854,519-392-8597,JK-8,01/09/1969,helpdesk@bgcdsb.org,http://tshbgcdsb.sharpschool.com/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,774332,St Anthony's Separate School,Elementary,English,Catholic,Not applicable,,,709 Russell St,Kincardine,Ontario,N2Z1R1,519-396-4330,519-396-7932,JK-8,01/09/1976,helpdesk@bgcdsb.org,http://stabgcdsb.sharpschool.com/home/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,776602,St Basil's Separate School,Elementary,English,Catholic,Not applicable,,,925 9th Ave W,Owen Sound,Ontario,N4K4N8,519-376-9370,519-376-0097,JK-2,01/09/1975,helpdesk@bgcdsb.org,http://stbbgcdsb.sharpschool.com/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,751464,St Joseph's School,Elementary,English,Catholic,Not applicable,,,584 STAFFORD ST,PORT ELGIN,Ontario,N0H2C1,519-389-5495,519-389-3126,JK-8,30/09/1971,helpdesk@bgcdsb.org,http://stjbgcdsb.sharpschool.com/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,776599,St Mary's High School,Secondary,English,Catholic,Not applicable,,,555 15th St E,Owen Sound,Ontario,N4K1X2,519-376-4278,519-376-0793,12-Sep,01/09/1969,helpdesk@bgcdsb.org,http://smhs.bgcdsb.org/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,705098,St Peter's & St Paul's Separate School,Elementary,English,Catholic,Not applicable,,,190 John St W,Durham,Ontario,N0G1R0,519-369-2932,519-369-2361,JK-8,01/09/1975,helpdesk@bgcdsb.org,http://stp.bgcdsb.org/,http://www.bgcdsb.org
West Region,B67008,Bruce-Grey CDSB,Cath Dist Sch Brd (E/F),English,732800,St Teresa of Calcutta Catholic School,Elementary,English,Catholic,Not applicable,,,81 Cemetery Rd,Walkerton,Ontario,N0G2V0,519-881-1852,519-881-2083,JK-8,01/09/1988,helpdesk@bgcdsb.org,http://mtsbgcdsb.sharpschool.com/,http://www.bgcdsb.org
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,689610,Bishop Macdonell Separate School,Elementary,English,Catholic,Not applicable,,,300 Adolphus St.,Cornwall,Ontario,K6H3S6,613-933-6739,613-933-1310,JK-6,01/09/1969,BishopMacdonell.Cornwall@cdsbeo.on.ca,http://www.bishopmacdonell.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,998281,CDSBEO Continuing Education Catholic School,Secondary,English,Catholic,Continuing Education,,,30 McGill Street,Smiths Falls,Ontario,K7A2J8,613-284-2613,613-258-7134,12-Sep,01/01/1993,,http://www.coned.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,990015,CDSBEO Continuing Education Secondary School Night School,Secondary,English,Catholic,Continuing Education,,2222,2755 County Road 43,Kemptville,Ontario,K0G1J0,613-258-7757,613-258-7134,12-Sep,02/09/2008,Kevin.Dionne@cdsbeo.on.ca,,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,996064,CDSBEO E-Learning School Night School,Secondary,English,Catholic,Continuing Education,,,30 McGill Street,Smiths Falls,Ontario,K7A2J8,613-284-2613,613-258-7134,12-Sep,06/09/2011,,http://www.coned.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,996170,CDSBEO Literacy/Numeracy,Elem/Sec,English,Catholic,Continuing Education,,,5 Catherine Street,Smiths Falls,Ontario,K7A2J4,613-284-2613,613-258-7134,12-Jul,29/01/2016,,http://www.coned.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,998211,CDSBEO Literacy/Numeracy Summer,Elem/Sec,English,Catholic,Continuing Education,,,5 Catherine St,Smiths Falls,Ontario,K7A2J4,613-284-2613,,12-Jul,16/01/2019,,,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,725542,CDSBEO Remote Learning Catholic School,Elementary,English,Catholic,Temporary Remote Learning School,,,2755 Highway 43,Kemptville,Ontario,K0G1J0,,,JK-8,01/09/2020,,,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,980617,CDSBEO Summer School,Secondary,English,Catholic,Summer,,,5 Catherine Street,Smiths Falls,Ontario,K7A2J4,613-284-2613,613-258-7134,12-Sep,01/07/1983,,http://www.coned.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,845965,CDSBEO Virtual Learning High School,Secondary,English,Catholic,Temporary Remote Learning School,,,2755 County Road 43,Kemptville,Ontario,K0G1J0,613-258-7757,613-258-7134,12-Sep,06/09/2022,,,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,645469,Education and Community Partnership Prog,Elementary,English,Catholic,Care/Treatment Facility,,,300 Adolphus St,Cornwall,Ontario,K6H3S6,,,JK-8,01/09/2009,,https://wwwcornwallhospital.ca/en/Servicesdesantementale,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,647834,Education and Community Partnership Prog,Elementary,English,Catholic,Care/Treatment Facility,,,3818 Legault Road,Hammond,Ontario,K0A2A0,613-487-3075,613-487-3083,JK-6,01/09/2011,,http://www.pjpii.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,648701,Education and Community Partnership Prog,Elementary,English,Catholic,Care/Treatment Facility,,,74 Church Street,Brockville,Ontario,K6V3X6,613-342-0510,613-342-7313,08-Jan,01/09/2002,,http://www.stjohnbosco.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,715131,Holy Cross School,Elementary,English,Catholic,Not applicable,,,521 Clothier Street West,Kemptville,Ontario,K0G1J0,613-258-7457,613-258-9867,JK-6,01/09/1969,holycross.kemptville@cdsbeo.on.ca,www.holycross.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,828203,Holy Name of Mary Separate School,Elementary,English,Catholic,Not applicable,,,110 Paterson St,Almonte,Ontario,K0A1A0,613-256-2532,613-256-0899,JK-8,01/09/1969,HolyNameMary.Almonte@cdsbeo.on.ca,www.hnom.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,821553,Holy Trinity Catholic Elementary School,Elementary,English,Catholic,Not applicable,,,18044 Tyotown Road 1,Cornwall,Ontario,K6H5R5,613-936-0319,613-936-0663,08-Jul,30/08/2005,HolyTrinityHS.Cornwall@cdsbeo.on.ca,http://www.holytrinityfalcons.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,715190,Holy Trinity Catholic Secondary School,Secondary,English,Catholic,Not applicable,,,18044 Tyotown Rd 1,Cornwall,Ontario,K6H5R5,613-936-0319,613-936-0663,12-Sep,01/09/2004,HolyTrinity.Cornwall@cdsbeo.on.ca,http://www.holytrinityfalcons.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,696269,Iona Academy,Elementary,English,Catholic,Not applicable,,,20019 Kings Road 2,Williamstown,Ontario,K0C2J0,613-347-3518,613-347-1510,JK-8,30/09/1971,IonaAcademy.Williamstown@cdsbeo.on.ca,http://www.ionaacademy.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,691127,J L Jordan Separate School,Elementary,English,Catholic,Not applicable,,,294 First Ave,Brockville,Ontario,K6V3B7,613-342-7711,613-342-6474,JK-6,30/09/1971,JLJordan.Brockville@cdsbeo.on.ca,http://www.jljordan.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,736457,Notre Dame Catholic High School,Secondary,English,Catholic,Not applicable,,,157 McKenzie St,Carleton Place,Ontario,K7C4P2,613-253-4700,613-253-5544,12-Sep,01/09/1995,webmaster@ndchs.com,http://www.notredame.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,697630,Notre Dame Catholic Separate School,Elementary,English,Catholic,Not applicable,,,157 McKenzie St,Carleton Place,Ontario,K7C4P2,613-253-4700,613-253-5544,08-Jul,01/09/1995,NotreDameCHS.CarletonPlace@cdsbeo.on.ca,http://www.notredame.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,741361,Our Lady of Good Counsel Separate School,Elementary,English,Catholic,Not applicable,,,52 Dickinson Dr,Ingleside,Ontario,K0C1M0,613-537-2556,613-537-8540,JK-8,01/09/1969,OurLadyGoodCounsel.Ingleside@cdsbeo.on.ca,http://www.ourlady.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,759040,Sacred Heart School,Elementary,English,Catholic,Not applicable,,,1500 Cumberland Street,Cornwall,Ontario,K6J5V9,613-933-3337,613-933-0623,JK-6,01/09/1969,SacredHeart.Cornwall@cdsbeo.on.ca,http://www.sacredheart.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,758787,Sacred Heart of Jesus Separate School,Elementary,English,Catholic,Not applicable,,,134 North St,Lanark,Ontario,K0G1K0,613-259-2113,613-259-5343,JK-8,01/09/1969,SacredHeart.Lanark@cdsbeo.on.ca,http://www.cdsbeo.on.ca/?school=sacred-heart-of-jesus-catholic-school,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,769312,St Andrew's Separate School,Elementary,English,Catholic,Not applicable,,,17283 County Road 18,St. Andrew's West,Ontario,K0C2A0,613-932-6592,613-932-2763,JK-8,01/09/1969,StAndrew.StAndrew@cdsbeo.on.ca,http://www.standrews.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,771651,St Anne's School,Elementary,English,Catholic,Not applicable,,,607 Surgenor Ave,Cornwall,Ontario,K6J2H5,613-933-4615,613-933-7982,JK-6,01/09/1969,StAnne.Cornwall@cdsbeo.on.ca,http://www.stanne.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,788686,St Edward's School,Elementary,English,Catholic,Not applicable,,,51 Bedford St,Westport,Ontario,K0G1X0,613-273-2926,613-273-2636,JK-8,01/09/1969,StEdward.Westport@cdsbeo.on.ca,http://www.stedward.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,806102,St Finnan's Catholic School,Elementary,English,Catholic,Not applicable,,,220 Main St,Alexandria,Ontario,K0C1A0,613-525-4274,613-525-4276,JK-8,01/09/1986,StFinnan.Alexandria@cdsbeo.on.ca,http://stfinnans.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,751502,St Francis Xavier Catholic High School,Secondary,English,Catholic,Not applicable,,,1235 Russell Rd,Hammond,Ontario,K0A2A0,613-487-2913,613-487-3856,12-Sep,01/09/1990,StFrancisXavierCHS.Hammond@cdsbeo.on.ca,http://www.stfx-hammond.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,792365,St Francis Xavier Elementary School,Elementary,English,Catholic,Not applicable,,,1235 Russell Rd,Hammond,Ontario,K0A2A0,613-487-2913,613-487-3856,08-Jul,10/02/1999,StFrancisXavierCHS.Hammond@cdsbeo.on.ca,http://www.stfx-hammond.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,792322,St Francis Xavier Separate School,Elementary,English,Catholic,Not applicable,,,74 Church St,Brockville,Ontario,K6V3X6,613-342-0510,613-342-7313,JK-6,01/09/1969,StFrancisXavier.Brockville@cdsbeo.on.ca,http://www.stfrancisxavier.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,791938,St Francis de Sales Separate School,Elementary,English,Catholic,Not applicable,,,4 Ross Street,Smiths Falls,Ontario,K7A4L5,613-283-6101,613-283-4976,JK-6,01/09/1969,StFrancisDeSales.SmithsFalls@cdsbeo.on.ca,http://www.stfrancisdesales.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,803022,St John Bosco Catholic School,Elementary,English,Catholic,Not applicable,,,12 Durham St,Brockville,Ontario,K6V7A4,613-498-0656,613-498-2610,JK-6,03/09/1991,StJohnBosco.Brockville@cdsbeo.on.ca,http://www.stjohnbosco.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,804800,St John Catholic High School,Secondary,English,Catholic,Not applicable,,,2066 Scotch Line Rd RR 3,Perth Road,Ontario,K7H3C5,613-267-4724,613-267-1890,12-Sep,01/09/1969,StJohnCHS.Perth@cdsbeo.on.ca,http://www.stjohnchs.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,802700,St John Elementary School,Elementary,English,Catholic,Not applicable,,,34 Wilson Street East,Perth,Ontario,K7H1L6,613-267-2865,613-267-6631,JK-6,01/09/1985,StJohn.Perth@cdsbeo.on.ca,http://www.stjohnelementary.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,806277,St Joseph's Secondary School,Secondary,English,Catholic,Not applicable,,,1500 A Cumberland St.,Cornwall,Ontario,K6J5V9,613-932-0349,613-936-0419,12-Sep,01/09/1985,StJosephCHS.Cornwall@cdsbeo.on.ca,http://sjcss.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,725374,St Joseph's Separate School,Elementary,English,Catholic,Not applicable,,,"80 County Road 1, Main St",Toledo,Ontario,K0E1Y0,613-275-2353,613-275-1452,JK-8,01/09/1969,StJoseph.Toledo@cdsbeo.on.ca,http://www.stjosephtoledo.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,813907,St Joseph's Separate School,Elementary,English,Catholic,Not applicable,,,235 Georgiana St,Gananoque,Ontario,K7G1M9,613-382-2361,613-382-2924,JK-8,01/09/1969,StJoseph.Gananoque@cdsbeo.on.ca,http://www.stjosephgan.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,736201,St Jude's Catholic Elementary School,Elementary,English,Catholic,Not applicable,,,5355 Highway 34,Vankleek Hill,Ontario,K0B1R0,613-678-5455,613-678-5452,JK-8,01/09/1990,StJude.VankleekHill@cdsbeo.on.ca,http://www.stjude.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,824593,St Mary's High School,Secondary,English,Catholic,Not applicable,,,40 Central Ave,Brockville,Ontario,K6V4N5,613-342-4911,613-342-2971,12-Sep,01/09/1986,StMaryCHS.Brockville@cdsbeo.on.ca,http://www.stmarychs.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,828726,St Mary's Separate School,Elementary,English,Catholic,Not applicable,,,40 Central Ave,Brockville,Ontario,K6V4N5,613-342-4911,613-342-2971,08-Jul,01/09/1969,StMaryCHS.Brockville@cdsbeo.on.ca,http://www.stmarychs.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,828874,St Mary's Separate School,Elementary,English,Catholic,Not applicable,,,4 Hawthorne Ave,Carleton Place,Ontario,K7C3A9,613-257-1538,613-257-1960,08-Apr,01/09/1969,StMary.CarletonPlace@cdsbeo.on.ca,http://www.stmarycp.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,828980,St Mary's Separate School,Elementary,English,Catholic,Not applicable,,,37 Main St,Chesterville,Ontario,K0C1H0,613-448-2158,613-448-2740,JK-6,01/09/1969,StMary.Chesterville@cdsbeo.on.ca,http://www.stmarychesterville.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,830283,St Mary-St Cecilia Catholic School,Elementary,English,Catholic,Not applicable,,,28 Shea Dr,Morrisburg,Ontario,K0C1X0,613-543-2907,613-543-4048,JK-8,01/09/1969,StMary.Morrisburg@cdsbeo.on.ca,http://www.stmary-stcecilia.cdsbeo.on.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,726176,St Matthew Catholic Secondary School,Secondary,English,Catholic,Alternative,,,822 Marlborough Street North,Cornwall,Ontario,K6H4B4,613-930-9928,613-932-2887,12-Sep,01/09/2002,smcss@cdsbeo.on.ca,http://www.stmatthew.cdsbeo.on.ca,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,832502,St Michael Elementary School,Elementary,English,Catholic,Not applicable,,,2755 Highway 43,Kemptville,Ontario,K0G1J0,613-258-7232,613-258-3527,08-Jul,01/09/1999,StMichaelCHS.Kemptville@cdsbeo.on.ca,http://www.smchs.ca/,http://www.cdsbeo.on.ca
East Region,B67172,CDSB of Eastern Ontario,Cath Dist Sch Brd (E/F),English,832480,St Michael High School,Secondary,English,Catholic,Not applicable,,,2755 Highway 43,Kemptville,Ontario,K0G1J0,613-258-7232,613-258-3527,12-Sep,01/09/1999,StMichaelCHS.Kemptville@cdsbeo.on.ca,http://www.smchs.ca/,http://www.cdsbeo.on.ca
